32,0,0,1,0,0,1,0,0,0,3,5
200,1,0,0,0,0,0,0,0,1,4,3
16,0,1,0,0,0,1,0,0,0,3,1
8,1,0,0,0,0,1,0,0,0,2,3
4,1,0,0,0,0,1,0,0,0,2,2
1,1,0,0,0,0,1,0,0,0,2,2
800,0,1,0,0,0,0,0,0,1,4,2
128,0,1,0,1,0,0,0,0,0,1,4
4,0,0,1,0,0,1,0,0,0,3,2
3200,0,0,1,0,0,1,0,0,0,2,5
4,0,0,1,0,0,0,0,1,0,4,5
200,1,0,0,0,0,0,0,1,0,3,5
16,0,0,1,1,0,0,0,0,0,2,4
128,1,0,0,0,0,0,0,0,1,4,3
16,0,0,1,0,1,0,0,0,0,6,1
1600,1,0,0,0,0,0,0,0,1,4,3
128,0,1,0,0,0,0,0,0,1,5,3
64,0,0,1,0,1,0,0,0,0,6,1
800,0,0,1,0,0,1,0,0,0,2,2
3200,1,0,0,0,0,0,0,0,1,4,2
16,1,0,0,0,0,1,0,0,0,2,3
3200,0,1,0,1,0,0,0,0,0,1,4
6400,0,0,1,0,0,0,0,1,0,3,5
200,0,1,0,1,0,0,0,0,0,1,4
32,0,1,0,1,0,0,0,0,0,1,3
1,0,0,1,0,0,0,0,0,1,4,3
4,0,1,0,0,1,0,0,0,0,6,1
200,1,0,0,1,0,0,0,0,0,1,4
64,0,0,1,0,0,0,0,0,1,5,3
800,0,1,0,0,0,0,0,1,0,3,5
800,1,0,0,0,1,0,0,0,0,5,1
6400,0,1,0,0,0,0,0,0,1,5,2
8,1,0,0,1,0,0,0,0,0,1,1
16,0,0,1,0,0,0,0,0,1,5,3
64,1,0,0,0,0,0,0,1,0,3,4
2,0,0,1,0,0,0,1,0,0,1,1
